  ID  |              Name              |  Lvl |     XP     |    Gold    |
 524  |        Captain Rhubarb         |  60  |     0      |     0      |
 525  |           Razorclaw            |  63  |     95     |    285     |
 526  |      Young Energy Dragon       |  15  |     27     |     24     |
 527  |       Young Water Dragon       |  15  |     27     |     24     |
 528  |        Baby Fire Dragon        |  5   |     20     |     20     |
 529  |          Acid Dragon           |  70  |    513     |    516     |
 530  |           Razorclaw            |  20  |     8      |     27     |
 531  |           Fire Ants            |  20  |     35     |     18     |
 532  |             Malgru             |  15  |     39     |     13     |
 533  |          Acid Dragon           |  10  |     24     |     21     |
 534  |            O'Meany             |  10  |     7      |     21     |
 535  |            O'Greeny            |  20  |     8      |     27     |
 536  |            O'Meany             |  25  |     10     |     32     |
 537  |            O'Greeny            |  35  |     16     |     49     |
 538  |            O'Meany             |  40  |     22     |     63     |
 539  |            O'Greeny            |  50  |     38     |    116     |
 540  |            O'Meany             |  55  |     56     |    161     |
 541  |            O'Greeny            |  65  |    110     |    330     |
 542  |            O'Meany             |  70  |    162     |    480     |
 543  |            O'Greeny            |  80  |    350     |    1046    |
 544  |            O'Meany             |  85  |    519     |    1561    |
 545  |            O'Greeny            |  95  |    1175    |    3530    |
 546  |      Galanothbane Dragon       |  50  |    208     |    213     |
 547  |            O'Teeny             |  5   |     7      |     19     |
 548  |          Xarymandias           |  10  |     22     |     16     |
 549  |        Vampire Warrior         |  5   |     31     |     11     |
 550  |        Werewolf Warrior        |  5   |     31     |     11     |
 551  |              Vamp              |  10  |     28     |     14     |
 552  |          Sine qua non          | 103  |   12690    |    3403    |
 553  |            Shirrig             |  40  |    106     |     35     |
 554  |            Ganzard             |  10  |     28     |     14     |
 555  |           Dark Cave            |  10  |     70     |     0      |
 556  |           Dark Cave            |  10  |     70     |     0      |
 557  |           Dark Cave            |  10  |     70     |     0      |
 558  |     Young Darkness Dragon      |  10  |     24     |     21     |
 559  |    Calladus, Dragon Master     |  25  |     74     |     52     |
 560  |    Calladus, Dragon Master     |  50  |    294     |    184     |
 561  |           Were-Hare            |  20  |     53     |     12     |
 562  |        Hungry Were-Hare        |  40  |    127     |     28     |
 563  |      Voracious Were-Hare       |  60  |    459     |    102     |
 564  |         Battle Whale           |  60  |    384     |    127     |
 565  |           Vamp Sire            |  30  |     81     |     28     |
 566  |           Vamp Sire            |  50  |    249     |     82     |
 567  |           Vamp Sire            |  70  |    1031    |    343     |
 568  |       Tropical Mermazon        |  30  |     39     |     30     |
 569  |        Mermazon Veteran        |  60  |    399     |    122     |
 570  |           Elizabeth            |  83  |    5574    |    1390    |
 571  |        Samurai Warrior         |  25  |     68     |     33     |
 572  |        Samurai Warrior         |  45  |    180     |     88     |
 573  |        Samurai Warlord         |  75  |    2939    |    2944    |
 574  |        Samurai Warrior         |  5   |     39     |     20     |
 575  |          New Halenro           |  75  |    915     |    480     |
 576  |      Sarkanian Charioteer      |  70  |    801     |    267     |
 577  |           Sarkanian            |  65  |    551     |    183     |
 578  |        Mermazon Archer         |  40  |     70     |     47     |
 579  |         Battle Whale           | 100  |    8908    |    2969    |
 580  |            Mermazon            |  5   |     19     |     15     |
 581  |           Sarkanian            |  5   |     31     |     11     |
 582  |        Mermazon Archer         |  10  |     13     |     19     |
 583  |         Battle Whale           |  20  |     44     |     15     |
 584  |             Pheron             |  20  |     38     |     17     |
 585  |             Pheron             |  40  |    103     |     36     |
 586  |             Pheron             |  85  |    2034    |    1056    |
 587  |         Kitten of Doom         | 100  |   25170    |   12590    |
 588  |          Battle Troll          |  82  |    1600    |    830     |
 589  |         Warrior Troll          |  60  |    306     |    153     |
 590  |         Thunder Troll          |  92  |    5168    |    1341    |
 591  |      Fear Drake (dragon)       |  40  |    134     |    109     |
 592  |      Fear Drake (dragon)       |  60  |    600     |    360     |
 593  |      Fear Drake (dragon)       |  90  |    9690    |    2492    |
 594  |           Drakonnas            | 100  |   17820    |    7125    |
 595  |           Drakonnas            |  40  |    160     |    101     |
 596  |           Drakonnas            |  20  |     57     |     46     |
 597  |           Drakonnan            | 100  |   17820    |    7125    |
 598  |           Drakonnan            |  40  |    160     |    101     |
 599  |           Drakonnan            |  20  |     57     |     46     |
 600  |        Undead Akriloth         | 300  |     90     |     35     |
 601  |        Undead Akriloth         | 300  |    252     |     70     |
 602  |        Undead Akriloth         | 300  |    5079    |    864     |
 603  |   Ziragat, the Undead Dragon   | 300  |   23220    |    6116    |
 604  |             Ghost              |  22  |     71     |     8      |
 605  |          Stone Golem           |  70  |    1443    |     53     |
 606  |             Knight             |  10  |     28     |     14     |
 607  |             Knight             |  30  |     51     |     26     |
 608  |          Green Knight          |  20  |     35     |     18     |
 609  |          Green Knight          |  40  |     95     |     42     |
 610  |          Black Knight          |  35  |     82     |     27     |
 611  |          Black Knight          |  60  |    384     |    127     |
 612  |          Lance Knight          |  18  |     33     |     17     |
 613  |          Lance Knight          |  36  |     69     |     34     |
